gene,value
ADVE02_v2_10415,42.16278972
ADVE02_v2_10416,26.34019238
ADVE02_v2_10417,44.24001543
ADVE02_v2_10418,95.66274521
ADVE02_v2_10419,34.49994705
ADVE02_v2_10420,117.9358645
ADVE02_v2_10421,413.262701
ADVE02_v2_10422,0.196063228
ADVE02_v2_10423,1.81450031
ADVE02_v2_10424,60.1340074
ADVE02_v2_10425,21.95288326
ADVE02_v2_10426,28.58271981
ADVE02_v2_10427,117.2114387
ADVE02_v2_10428,214.7370922
ADVE02_v2_10429,455.1914976
ADVE02_v2_10430,29.74697436
ADVE02_v2_10431,12.00829811
ADVE02_v2_10432,60.4071878
ADVE02_v2_10433,39.36076759
ADVE02_v2_10434,5379.356419
ADVE02_v2_10435,109.4657074
ADVE02_v2_10436,18.48260547
ADVE02_v2_10437,142.7163784
ADVE02_v2_10438,52.83899308
ADVE02_v2_10439,15.8591079
ADVE02_v2_10440,37.8108674
ADVE02_v2_10441,8.732166289
ADVE02_v2_10442,18.22879044
ADVE02_v2_10443,97.85446205
ADVE02_v2_10444,31.13670729
ADVE02_v2_10445,40.12397811
ADVE02_v2_10446,75.49915844
ADVE02_v2_10447,85.95658123
ADVE02_v2_10448,42.15242635
ADVE02_v2_10449,5.935239047
ADVE02_v2_10450,18.37608911
ADVE02_v2_10451,64.82359179
ADVE02_v2_10452,248.410485
ADVE02_v2_10453,150.8295721
ADVE02_v2_10454,200.4692524
ADVE02_v2_10455,188.0236831
ADVE02_v2_10456,26.33354882
ADVE02_v2_10457,45.42570424
ADVE02_v2_10458,189.0073247
ADVE02_v2_10459,304.1877591
ADVE02_v2_10460,293.7584076
ADVE02_v2_10461,24.93525378
ADVE02_v2_10462,10.6622344
ADVE02_v2_10463,42.59958619
ADVE02_v2_10464,30.11398129
ADVE02_v2_10465,21.08107128
ADVE02_v2_10466,141.803671
ADVE02_v2_10467,29.07481935
ADVE02_v2_10468,14.44689223
ADVE02_v2_10469,27.39140474
ADVE02_v2_10470,19.24139952
