gene,value
ADVE02_v2_10563,150.44536
ADVE02_v2_10564,121.3270845
ADVE02_v2_10565,19.10211218
ADVE02_v2_10566,42.03268063
ADVE02_v2_10567,14.70603244
ADVE02_v2_10568,9.45689315
ADVE02_v2_10569,20.20201374
ADVE02_v2_10570,84.98796845
ADVE02_v2_10571,57.59982757
ADVE02_v2_10572,17.64363647
ADVE02_v2_10573,5.174265699
ADVE02_v2_10574,3.259565131
ADVE02_v2_10575,16.18501375
ADVE02_v2_10576,18.19484735
ADVE02_v2_10577,87.49444661
ADVE02_v2_10578,150.7907194
ADVE02_v2_10579,9.150509064
ADVE02_v2_10580,11.47369916
ADVE02_v2_10581,13.69609482
ADVE02_v2_10582,16.51432355
ADVE02_v2_10583,14.35987276
ADVE02_v2_10584,13.43816598
ADVE02_v2_10585,28.54987743
ADVE02_v2_10586,83.66932946
ADVE02_v2_10587,24.75257176
ADVE02_v2_10588,54.61058201
ADVE02_v2_10589,53.75707458
ADVE02_v2_10590,41.82788982
ADVE02_v2_10591,83.43082059
ADVE02_v2_10592,159.7634062
ADVE02_v2_10593,25.53305925
ADVE02_v2_10594,58.06087035
ADVE02_v2_10595,33.43785444
ADVE02_v2_10596,97.02438957
ADVE02_v2_10597,40.95129093
ADVE02_v2_10598,35.51374243
ADVE02_v2_10599,8.405419765
ADVE02_v2_10600,34.35013999
ADVE02_v2_10601,22.64065915
ADVE02_v2_10602,39.07514308
ADVE02_v2_10603,5.353767769
ADVE02_v2_10604,30.2224979
ADVE02_v2_10605,75.79739141
ADVE02_v2_10606,29.04917671
ADVE02_v2_10607,4.984248548
ADVE02_v2_10608,67.53366048
ADVE02_v2_10609,90.18485832
ADVE02_v2_10610,540.8066351
ADVE02_v2_10611,26.03995066
ADVE02_v2_10612,38.34819892
ADVE02_v2_10613,17.16765402
ADVE02_v2_10614,35.70745155
ADVE02_v2_10615,386.0294723
ADVE02_v2_10616,31.35662696
ADVE02_v2_10617,18.68604443
ADVE02_v2_10618,12.32295879
ADVE02_v2_10619,16.55924628
ADVE02_v2_10620,15.58363188
ADVE02_v2_10621,5.008526423
ADVE02_v2_10622,24.75634511
ADVE02_v2_10623,49.38008025
ADVE02_v2_10624,190.4818144
ADVE02_v2_10625,69.21201248
ADVE02_v2_10626,306.907704
ADVE02_v2_10627,64.9200906
ADVE02_v2_10628,41.8409502
ADVE02_v2_10629,37.63599407
ADVE02_v2_10630,19.65973735
ADVE02_v2_10631,32.76245593
ADVE02_v2_10632,9.479534227
ADVE02_v2_10633,20.14048415
ADVE02_v2_10634,12.84052059
ADVE02_v2_10635,26.9849986
ADVE02_v2_10636,14.17360848
ADVE02_v2_10637,9.849300459
ADVE02_v2_10638,8.051459896
ADVE02_v2_10639,60.60746837
ADVE02_v2_10640,68.08528283
ADVE02_v2_10641,65.17996082
ADVE02_v2_10642,137.95693
ADVE02_v2_10643,54.35873252
ADVE02_v2_10644,38.24499811
ADVE02_v2_10645,58.69607303
ADVE02_v2_10646,27.15519149
ADVE02_v2_10647,47.363596
ADVE02_v2_10648,83.60973047
ADVE02_v2_10649,31.50130493
ADVE02_v2_10650,13.59535751
ADVE02_v2_10651,19.73680452
ADVE02_v2_10652,35.83440985
ADVE02_v2_10653,367.9213168
ADVE02_v2_10654,14.52691815
ADVE02_v2_10655,271.3623764
ADVE02_v2_10656,28.63981837
ADVE02_v2_10657,26.23040498
ADVE02_v2_10658,29.73397859
ADVE02_v2_10659,45.71408496
ADVE02_v2_10660,20.38435899
ADVE02_v2_10661,50.78084354
ADVE02_v2_10662,40.64985349
ADVE02_v2_10663,20.93626523
ADVE02_v2_10664,11.73089437
ADVE02_v2_10665,1237.886122
ADVE02_v2_10666,16.73915801
ADVE02_v2_10667,6.254541954
ADVE02_v2_10668,3.356611691
ADVE02_v2_10669,0.991381115
ADVE02_v2_10670,3.962621364
ADVE02_v2_10671,21.60842141
ADVE02_v2_10672,31.98997807
ADVE02_v2_10673,37.27158154
ADVE02_v2_10674,17.46165088
ADVE02_v2_10675,3.582499953
ADVE02_v2_10676,12.40731065
ADVE02_v2_10677,11.30697806
ADVE02_v2_10678,29.72127492
ADVE02_v2_10679,16.06604355
ADVE02_v2_10680,4.75704735
ADVE02_v2_10681,5.944794298
ADVE02_v2_10682,10.3760102
ADVE02_v2_10683,226.8373017
ADVE02_v2_10684,16.13692064
ADVE02_v2_10685,16.18731167
ADVE02_v2_10686,25.67097368
ADVE02_v2_10687,19.51284804
ADVE02_v2_10688,1.698136944
ADVE02_v2_10689,35.8770839
ADVE02_v2_10690,68.07266511
ADVE02_v2_10691,82.91161593
